,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.17387858987247481,0.150380476600717,0.1403159510404788,0.13786367674346778,0.13792178154681725,0.13794052836162216,0.13764188379208306,0.13777105638566597,0.13792996049525505,0.13803878374073456,0.13806759716891423,0.13786256877594416,0.1380254850699147,0.13786165960060975,0.13787206041238045,0.13781888430435382,0.13786347074376318,0.13782772379113184,0.13780831514752476,0.1378445911495542,0.1378527480576136,0.13788751828459217,0.13790517429676877,0.1378373407097571,0.13784175471280122,0.13780951870206076,0.13782917226734206,0.13784561062350648,0.13785631584928018,0.13783439804106098,0.1378844234088946,0.13783526054740294,0.13784510326683472,0.13782333766561705,0.1378754566648665,0.13791249370190353,0.1379210795133069,0.13793457520077518,0.1379530429836265,0.13797622918352506,0.1379973458502327,0.13800394148696532,0.13800865990401254,0.13802819313587453,0.13802743210086688,0.13802182906466356,0.13802735925238555,0.13802708581757836,0.13803025118541445,0.1380342593031212
1,0.17546012965398,0.14136865792002123,0.13663010804414186,0.13781989158238206,0.1383417742273047,0.13855197862215227,0.13865659817792214,0.13876305507671494,0.138895728846375,0.1391026288971107,0.13929456192603,0.13928013889507646,0.13926478485000768,0.13932373969526385,0.1394273926633004,0.13949441447963729,0.1395650892640107,0.1396084682594445,0.13962703751363018,0.13964586044615174,0.13966101154855187,0.13966684615027686,0.13971895168046458,0.1397247355465224,0.13974776953941942,0.13980672438467562,0.13980337583064215,0.1398210628220146,0.13988590300466303,0.13989483248208565,0.13994348798690553,0.13996926170582993,0.13997089985502634,0.13998245297929518,0.13999990604880302,0.14002825556902518,0.1400400379615377,0.14005064171597706,0.14005764323804706,0.1400802206099395,0.14008392431364322,0.1400741830655458,0.14008493036004277,0.14010462446585023,0.14007905368959453,0.14008686698233933,0.1400948832177528,0.14009315673789,0.14007879854407973,0.1400888442061802
2,0.16944059810503917,0.1392045622025099,0.13779749312454714,0.1384414483149107,0.13934461392108283,0.13921705932497908,0.13948304492958152,0.13958705304728827,0.13973357765408687,0.1398933761436001,0.13996314244657315,0.14004888572409727,0.14006114399908207,0.14001649661196894,0.14007996693160363,0.1400655213768867,0.14007569573093487,0.14010218915382588,0.1401640048628047,0.1402042382468737,0.14023369600314095,0.14026735382287733,0.1402758266792954,0.1403006364205435,0.1402653897397044,0.14026694793753997,0.14025309710040143,0.14026608543119798,0.1402691803068956,0.1402492919253634,0.1402643096828469,0.14026801338655062,0.14027009354890474,0.14026420821151256,0.14029170694312088,0.14028942383809803,0.14028942383809803,0.14031697330537354,0.14032011891673832,0.14033011384317162,0.14033011384317162,0.14033011384317162,0.14033107782084792,0.14033792713591642,0.14032443144844814,0.14033021531450596,0.14033021531450596,0.14033021531450596,0.14031100897725424,0.14031540049969113
3,0.16819429361715957,0.13881120831985813,0.138106713632136,0.13896478672181078,0.13926698835030657,0.13952926512237704,0.13977989931821674,0.13992747051194102,0.14001904839119014,0.1401331069316061,0.14011532969162394,0.14012933273576397,0.14025735889644408,0.14031621227036592,0.14037120973358258,0.14040697837894026,0.14044695808467336,0.14035116914504883,0.1403652736605232,0.14036466483251714,0.1403440154159773,0.14032495341296672,0.14034178304662165,0.1403478713266825,0.14036091039314624,0.14035132135205036,0.1403875466184126,0.14038724220440957,0.1403883583890874,0.14038125539568302,0.14038125539568302,0.14038587234139585,0.14037902302632738,0.14037628330029997,0.14036248319882863,0.1403772472779763,0.14036446188984844,0.1403699920775704,0.14035507579142123,0.1403549743200869,0.1403335131328723,0.1403346752926085,0.1403346752926085,0.14033046423223308,0.14033376205059936,0.14033026128956436,0.14033888635298394,0.14034340182736244,0.14034340182736244,0.14034340182736244
4,0.16852528333081943,0.13791770248525642,0.13845952946166418,0.1393601694408488,0.13938397966998162,0.1396894883593126,0.13991641013649708,0.14005430967987606,0.1402443147534428,0.1402659638874636,0.1401873944114111,0.14035431475641363,0.14035847508112187,0.14041682109837203,0.14041124017498288,0.14041287832417929,0.14045426402074646,0.14045345225007166,0.14044508086498794,0.14043899258492706,0.14048588694924272,0.14044031171227359,0.1404279829451503,0.140436049916231,0.14042930207249685,0.14040895706996004,0.14042681602480528,0.14040956589796613,0.14040601440126396,0.14042001744540397,0.14041808949005138,0.1404196115600666,0.14040170186955417,0.14040170186955417,0.1404098927925764,0.1404159078563629,0.1404168670734304,0.14042067224846846,0.14042214358281652,0.14042554287251716,0.14044335109169526,0.1404567960434964,0.14047825723071097,0.14048297564775816,0.14049550735755015,0.1405070892000935,0.1405183525182061,0.1404983485549119,0.14051564941741823,0.14050179858027972
5,0.16736945048114302,0.13789045743198397,0.13861781881722687,0.1393000059832825,0.13962782097763052,0.1398418475678362,0.13983634925369648,0.14018977391123072,0.1402898556260938,0.14038318335103564,0.14042884545149226,0.14039216356412546,0.14039784595884894,0.14040981957630203,0.14043970288426752,0.14048546645605847,0.14053093972427405,0.14051834316838727,0.1405307226711777,0.1405185099832356,0.14051793728304984,0.14053046899284186,0.14052245275742833,0.14057105752658106,0.14049449740481545,0.14049921582186264,0.14051732845504378,0.14052407629877792,0.1405279829451503,0.14052869324449077,0.14053026605017313,0.14051027619730658,0.14052024286867992,0.14050971810496765,0.14052204211148217,0.1405313774742422,0.14057911973705295,0.1406075193634235,0.14060285168204348,0.14061854135044716,0.14062965246155826,0.14062393344159524,0.14062393344159524,0.14063000761122849,0.1406350304422787,0.1406350304422787,0.14063081938190328,0.14063081938190328,0.14063081938190328,0.14063081938190328
6,0.16770283455014354,0.13776884403776782,0.1387658147583735,0.13926794104162848,0.1396631273107731,0.1398629536053806,0.13994086472807496,0.1402146851238132,0.14031463470407476,0.14047450755194887,0.14045111840938165,0.14050119451288243,0.1403881554464187,0.14045172723738777,0.1405339190182097,0.14057988553266934,0.14057673992130457,0.140525852047129,0.14054081906894533,0.14056233099182713,0.14062478659811833,0.14062788147381597,0.14064178304662164,0.14064771911968102,0.1406689142813128,0.14067009354890475,0.14066968766356736,0.14063031678584031,0.14059566432516044,0.1406287947158251,0.14065035737437404,0.1406555324124258,0.14066907883556126,0.14068033739306512,0.14068251902675358,0.14068744038646946,0.14069246321751971,0.14069124556150756,0.14069124556150756,0.14068111253850038,0.1406822653484177,0.1406822653484177,0.1406822653484177,0.1406822653484177,0.14066988584562726,0.1406656747852518,0.14064563419671808,0.14064563419671808,0.14064563419671808,0.14064522831138068
7,0.16515260623964123,0.13763155332239493,0.1387931105473131,0.13928406985496158,0.13966052092966227,0.13984233606242302,0.13998018487013483,0.14014617221665696,0.14032731862086825,0.14051951008873226,0.14051956082439943,0.1405202203880727,0.1404463999923345,0.14052087995174595,0.14060149892688545,0.14061301592333397,0.14060875412729137,0.1406201189167383,0.14062840343833452,0.14067622021738588,0.1406754715296252,0.14067729801364345,0.14067415240227868,0.14064721176300926,0.14065837360978753,0.14066425894717974,0.14068866280309045,0.14072341673510463,0.1407404639192751,0.14071575564936137,0.14069312754180174,0.14070307173256788,0.14070423389230408,0.1406995154752569,0.14069357940219754,0.1406868315584634,0.14067927194405447,0.14068293902251863,0.14067588676478143,0.1406770395746988,0.14068693302979773,0.14068693302979773,0.1406803881287323,0.1406803881287323,0.14067617706835683,0.14066237696688552,0.14065202689078202,0.14065491882381093,0.1406579122281742,0.1406518746837805
8,0.16462911562573967,0.13753535849743298,0.13888362297755158,0.1392562211025113,0.139678550953594,0.13986684138966807,0.14001727264283906,0.14011463470407476,0.14037536529768205,0.14055071252404425,0.14056897736422694,0.14054335585230404,0.14060073789187785,0.14062686676047248,0.14065056031704273,0.14063787640024925,0.14065000222470386,0.14064985001770233,0.14065421328507927,0.14067745022064498,0.14065228532972668,0.1406457404286612,0.1406608596574791,0.14067400019527715,0.14068095098168,0.140738383756921,0.1407449793936536,0.140768419271888,0.14078176275235474,0.14078637969806762,0.14077298548193365,0.14076851598261356,0.14073279807292305,0.1406912962971747,0.1406912962971747,0.14068571537378557,0.14068938245224974,0.14069053526216707,0.14069236174618538,0.14069236174618538,0.14069236174618538,0.1406882014214771,0.14068084474973686,0.14068424403943752,0.14068505581011229,0.14068505581011229,0.14068505581011229,0.14068505581011229,0.14067901826571858,0.14067901826571858
9,0.16452531615339058,0.13752363855831579,0.1389505433225541,0.1392779359680618,0.13969067677804858,0.13988348268850112,0.14006308695029718,0.14010296550062473,0.1404321432698586,0.1405491397183619,0.14061829243272006,0.14064908898269468,0.14071698741580121,0.14064685661333903,0.14063604991623097,0.14068059583200976,0.1406852127777226,0.14065401034241057,0.14064092054027968,0.1406492411896962,0.14065441622774796,0.14066948472089866,0.14068795250375002,0.14072164098675355,0.14074979928203513,0.1407736450456069,0.14077673992130452,0.14077790684164954,0.1407755954815668,0.14077689212830605,0.14077805428804227,0.14076674023426247,0.14076202181721528,0.14076202181721528,0.14072742009220263,0.14069623176731821,0.1406973845772356,0.1407037772712995,0.14070677067566278,0.14069981988925995,0.14069981988925995,0.14069981988925995,0.14069981988925995,0.14069981988925995,0.1406956088288845,0.1406885565711473,0.1406698351099601,0.1406698351099601,0.1406637975655664,0.14067435058433858
